mobileCountryCode,mobileNetworkCode,locationAreaCode,cellId,primaryScramblingCode,timeFirst,timeLast,gpsLat,gpsLong
310,410,33803,92207485,2147483647,2016-08-02 18:46:18 +0000,2016-08-02 18:59:44 +0000,36.10270952,-115.1743562
310,410,33803,92207493,2147483647,2016-08-02 18:59:59 +0000,2016-08-02 19:00:26 +0000,36.103276,-115.1739089
310,410,33803,92271128,2147483647,2016-08-02 19:00:52 +0000,2016-08-03 23:21:17 +0000,36.1022097,-115.1737977
310,410,33803,92178703,2147483647,2016-08-02 19:07:44 +0000,2016-08-02 19:08:27 +0000,36.1021031,-115.1759602
310,410,33803,92271120,2147483647,2016-08-02 19:08:42 +0000,2016-08-02 19:10:29 +0000,36.10420815,-115.173065
310,410,33803,92192110,2147483647,2016-08-02 19:10:48 +0000,2016-08-03 23:22:09 +0000,36.10796733,-115.172945
310,410,33803,92466558,2147483647,2016-08-02 19:21:02 +0000,2016-08-02 19:28:22 +0000,36.117068,-115.1746345
310,410,33803,92466566,2147483647,2016-08-02 19:21:27 +0000,2016-08-04 05:39:30 +0000,36.1148162,-115.1735383
310,410,33805,92227862,2147483647,2016-08-02 20:00:52 +0000,2016-08-02 20:00:52 +0000,36.11482279,-115.1759268
310,410,33803,92213886,2147483647,2016-08-03 05:02:52 +0000,2016-08-07 17:09:39 +0000,36.1140395,-115.1692369
310,410,33803,92207740,2147483647,2016-08-03 05:06:52 +0000,2016-08-07 17:11:23 +0000,36.1138189,-115.1694622
310,410,33803,92207741,2147483647,2016-08-03 05:09:09 +0000,2016-08-07 17:12:18 +0000,36.1124083,-115.1710874
310,410,33794,92273930,2147483647,2016-08-03 20:10:54 +0000,2016-08-05 02:07:37 +0000,36.09078359,-115.1723016
310,410,33794,92529929,2147483647,2016-08-03 20:11:49 +0000,2016-08-05 02:10:49 +0000,36.0964974,-115.1734941
310,410,33794,92273929,2147483647,2016-08-03 20:11:59 +0000,2016-08-05 02:08:50 +0000,36.0962636,-115.172847
310,410,36994,33429822,15,2016-08-03 20:14:42 +0000,2016-08-03 20:24:26 +0000,36.09316,-115.1750205
310,410,33794,92325509,15,2016-08-03 20:16:09 +0000,2016-08-03 20:38:56 +0000,36.0935992,-115.1747164
310,410,33794,92325501,15,2016-08-03 20:22:58 +0000,2016-08-03 20:38:38 +0000,36.092912,-115.1745292
310,410,33794,92529936,15,2016-08-03 20:27:05 +0000,2016-08-03 20:27:05 +0000,36.092772,-115.1739089
310,410,33794,92325510,15,2016-08-03 20:27:45 +0000,2016-08-03 23:01:18 +0000,36.0913852,-115.1765934
310,410,36994,33459823,345,2016-08-03 20:29:05 +0000,2016-08-03 20:29:05 +0000,36.0912367,-115.1765027
310,410,33794,92325502,345,2016-08-03 20:31:53 +0000,2016-08-03 23:01:51 +0000,36.0917243,-115.1762176
310,410,33794,92299908,345,2016-08-03 20:41:53 +0000,2016-08-03 23:00:37 +0000,36.0906493,-115.1773476
310,410,33794,92299900,345,2016-08-03 20:43:08 +0000,2016-08-03 23:00:00 +0000,36.0918125,-115.1769221
310,410,33794,92274310,345,2016-08-03 20:46:18 +0000,2016-08-03 22:55:59 +0000,36.0908041,-115.1764423
310,410,33794,92274302,345,2016-08-03 20:54:39 +0000,2016-08-03 22:55:25 +0000,36.0893593,-115.1769994
310,410,33794,92277768,345,2016-08-03 21:31:32 +0000,2016-08-03 21:31:32 +0000,36.0898805,-115.1768733
310,410,33794,92530310,345,2016-08-03 22:41:25 +0000,2016-08-03 22:53:24 +0000,36.0899134,-115.1773128
310,410,33794,92530302,345,2016-08-03 22:54:15 +0000,2016-08-03 22:54:15 +0000,36.0897976,-115.1772438
310,410,36994,33427823,466,2016-08-03 22:56:30 +0000,2016-08-03 22:56:51 +0000,36.0906696,-115.1776144
310,410,36994,33428821,225,2016-08-03 22:57:21 +0000,2016-08-03 22:58:50 +0000,36.09027734,-115.1768309
310,410,33794,92529943,225,2016-08-03 23:03:57 +0000,2016-08-03 23:18:45 +0000,36.0952874,-115.173309
310,410,33794,92196119,225,2016-08-03 23:16:40 +0000,2016-08-03 23:18:33 +0000,36.09429354,-115.1726816
310,410,33803,92271126,2147483647,2016-08-03 23:21:24 +0000,2016-08-03 23:21:37 +0000,36.10455709,-115.1727485
310,410,33803,92271127,2147483647,2016-08-03 23:21:39 +0000,2016-08-03 23:21:46 +0000,36.10565273,-115.1727991
310,410,33808,92192110,2147483647,2016-08-03 23:21:56 +0000,2016-08-03 23:21:56 +0000,36.1061699,-115.1732959
310,410,33808,92192108,2147483647,2016-08-03 23:22:25 +0000,2016-08-03 23:22:25 +0000,36.10800119,-115.1727215
310,410,33808,92192109,2147483647,2016-08-03 23:23:29 +0000,2016-08-03 23:23:29 +0000,36.1097934,-115.1724264
310,410,33808,92191512,2147483647,2016-08-03 23:24:25 +0000,2016-08-03 23:24:25 +0000,36.11273794,-115.1728125
310,410,36989,34014417,461,2016-08-04 00:14:16 +0000,2016-08-04 01:30:53 +0000,36.1148162,-115.1735383
310,410,36989,92210565,379,2016-08-04 00:17:57 +0000,2016-08-04 00:17:57 +0000,36.1159348,-115.1751596
310,410,33805,92191497,379,2016-08-04 00:24:03 +0000,2016-08-04 00:24:03 +0000,36.116068,-115.1737526
310,410,36989,92191505,461,2016-08-04 00:33:08 +0000,2016-08-04 00:33:20 +0000,36.11452804,-115.1738274
310,410,36989,92191511,461,2016-08-04 00:33:27 +0000,2016-08-04 00:33:27 +0000,36.1139731,-115.1744691
310,410,36989,92191512,461,2016-08-04 00:33:44 +0000,2016-08-04 00:33:44 +0000,36.11440733,-115.1739953
310,410,36986,34045156,177,2016-08-04 00:59:31 +0000,2016-08-04 16:50:31 +0000,36.1152868,-115.1742794
310,410,36986,34015770,177,2016-08-04 00:59:50 +0000,2016-08-04 17:11:32 +0000,36.1142781,-115.1802082
310,410,33803,92183560,177,2016-08-04 01:09:44 +0000,2016-08-04 01:09:45 +0000,36.11506872,-115.1760327
310,410,36989,34015767,37,2016-08-04 01:18:59 +0000,2016-08-04 17:12:20 +0000,36.11491087,-115.1760189
310,410,33803,92183574,2147483647,2016-08-04 02:32:44 +0000,2016-08-04 02:32:44 +0000,36.11454061,-115.1761093
310,410,33803,92212094,2147483647,2016-08-04 05:03:06 +0000,2016-08-04 05:06:52 +0000,36.1131154,-115.1750412
310,410,33803,92212092,2147483647,2016-08-04 05:05:52 +0000,2016-08-04 05:09:22 +0000,36.1118509,-115.1776112
310,410,33803,92212102,2147483647,2016-08-04 05:06:21 +0000,2016-08-04 05:06:21 +0000,36.112741,-115.1751852
310,410,33803,92212100,2147483647,2016-08-04 05:10:02 +0000,2016-08-04 05:10:41 +0000,36.1116047,-115.1771146
310,410,33803,92726660,2147483647,2016-08-04 05:10:50 +0000,2016-08-04 05:10:50 +0000,36.1112886,-115.1765027
310,410,33803,92166671,2147483647,2016-08-04 05:10:57 +0000,2016-08-04 05:16:14 +0000,36.1099361,-115.1777621
