310,410,36989,92210565,379,2016-08-04 00:17:57 +0000,2016-08-04 00:17:57 +0000,36.1159348,-115.1751596,NOT FOUND
310,410,36989,92191505,461,2016-08-04 00:33:08 +0000,2016-08-04 00:33:20 +0000,36.11452804,-115.1738274,NOT FOUND
310,410,36989,92191511,461,2016-08-04 00:33:27 +0000,2016-08-04 00:33:27 +0000,36.1139731,-115.1744691,NOT FOUND
310,410,36989,92191512,461,2016-08-04 00:33:44 +0000,2016-08-04 00:33:44 +0000,36.11440733,-115.1739953,NOT FOUND
310,410,33803,92183574,2147483647,2016-08-04 02:32:44 +0000,2016-08-04 02:32:44 +0000,36.11454061,-115.1761093,NOT FOUND
310,410,33803,92212102,2147483647,2016-08-04 05:06:21 +0000,2016-08-04 05:06:21 +0000,36.112741,-115.1751852,NOT FOUND
310,410,33803,92726660,2147483647,2016-08-04 05:10:50 +0000,2016-08-04 05:10:50 +0000,36.1112886,-115.1765027,NOT FOUND
310,410,36989,34045185,250,2016-08-04 06:51:50 +0000,2016-08-04 14:46:03 +0000,36.1138189,-115.1694622,NOT FOUND
310,410,36989,34015191,136,2016-08-04 08:15:19 +0000,2016-08-04 18:51:47 +0000,36.1127812,-115.1698328,NOT FOUND
310,410,36989,34045156,418,2016-08-04 08:25:22 +0000,2016-08-04 08:25:22 +0000,36.1170438,-115.1735383,NOT FOUND
310,410,36989,34146093,456,2016-08-04 12:20:20 +0000,2016-08-04 17:11:14 +0000,36.11491171,-115.1760227,NOT FOUND
